Date,Time,Current Temperature,Current Wind Speed,Current Wind Direction,Current Relative Humidity,Current Barometric Pressure,Current Rain Rate,Daily Rain Total,Month Rain Total,Year Rain Total,Windchill,Heat Index,Dewpoint,Daily High Temperature,Daily Low Temperature,Month High Temperature,Month Low Temperature,Year High Temperature,Year Low Temperature,Wind 10 minute Average,Wind 10 minute Gust,Daily Wind High,Month Wind High,Year Wind High
03/22/2022,09:53:14,65.7,1.0,102,46,30.172,0.0000,0.0000,0.2300,20.1800,66.0,63.0,44.0,66.5,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:54:14,66.0,2.0,99,46,30.175,0.0000,0.0000,0.2300,20.1800,66.0,64.0,44.0,66.5,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:55:14,66.1,2.0,99,47,30.175,0.0000,0.0000,0.2300,20.1800,66.0,64.0,45.0,66.5,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:56:14,66.4,2.0,98,46,30.176,0.0000,0.0000,0.2300,20.1800,66.0,64.0,45.0,66.5,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:57:14,66.6,0.0,88,46,30.176,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,66.6,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:58:14,66.7,0.0,88,45,30.176,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,66.8,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,09:59:14,66.8,0.0,88,45,30.173,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,66.8,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:00:14,66.9,1.0,88,45,30.172,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,66.9,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:01:14,67.0,0.0,88,45,30.173,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,67.0,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:02:14,67.2,1.0,88,45,30.172,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,67.2,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:03:14,67.3,1.0,88,45,30.172,0.0000,0.0000,0.2300,20.1800,67.0,65.0,45.0,67.3,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:04:14,67.6,2.0,88,46,30.173,0.0000,0.0000,0.2300,20.1800,68.0,66.0,46.0,67.6,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:05:14,68.1,0.0,88,44,30.171,0.0000,0.0000,0.2300,20.1800,68.0,66.0,45.0,68.1,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:06:14,68.3,1.0,88,45,30.173,0.0000,0.0000,0.2300,20.1800,68.0,67.0,46.0,68.3,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:07:14,68.5,1.0,88,44,30.170,0.0000,0.0000,0.2300,20.1800,69.0,67.0,46.0,68.5,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:08:14,68.6,1.0,88,44,30.170,0.0000,0.0000,0.2300,20.1800,69.0,67.0,46.0,68.6,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:09:14,68.6,0.0,88,43,30.171,0.0000,0.0000,0.2300,20.1800,69.0,67.0,45.0,68.6,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:10:14,68.8,1.0,88,45,30.172,0.0000,0.0000,0.2300,20.1800,69.0,67.0,46.0,68.8,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:11:14,69.0,1.0,109,44,30.170,0.0000,0.0000,0.2300,20.1800,69.0,67.0,46.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:12:14,69.0,2.0,114,45,30.168,0.0000,0.0000,0.2300,20.1800,69.0,67.0,47.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:13:14,68.8,1.0,130,41,30.167,0.0000,0.0000,0.2300,20.1800,69.0,67.0,44.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:14:14,68.5,1.0,189,43,30.169,0.0000,0.0000,0.2300,20.1800,69.0,67.0,45.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:15:14,68.7,2.0,263,42,30.169,0.0000,0.0000,0.2300,20.1800,69.0,67.0,45.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:16:14,68.8,1.0,55,42,30.168,0.0000,0.0000,0.2300,20.1800,69.0,67.0,45.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:17:14,68.9,0.0,74,41,30.169,0.0000,0.0000,0.2300,20.1800,69.0,67.0,44.0,69.0,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:18:14,69.2,2.0,304,41,30.172,0.0000,0.0000,0.2300,20.1800,69.0,67.0,44.0,69.2,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:19:14,69.2,0.0,302,38,30.169,0.0000,0.0000,0.2300,20.1800,69.0,66.0,42.0,69.3,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:20:14,69.1,0.0,302,39,30.169,0.0000,0.0000,0.2300,20.1800,69.0,66.0,43.0,69.3,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:21:14,69.2,1.0,302,40,30.168,0.0000,0.0000,0.2300,20.1800,69.0,67.0,44.0,69.3,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:22:14,69.4,2.0,276,41,30.170,0.0000,0.0000,0.2300,20.1800,69.0,67.0,45.0,69.4,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:23:14,69.8,1.0,276,40,30.171,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,69.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:24:14,69.9,0.0,218,40,30.171,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,69.9,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:25:14,69.8,1.0,219,39,30.170,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,69.9,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:26:14,69.7,1.0,253,39,30.169,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,69.9,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:27:14,70.1,0.0,253,39,30.170,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,70.1,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:28:14,70.5,1.0,253,39,30.171,0.0000,0.0000,0.2300,20.1800,71.0,68.0,44.0,70.5,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:29:14,70.8,2.0,101,41,30.171,0.0000,0.0000,0.2300,20.1800,71.0,68.0,46.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:30:14,70.8,2.0,160,40,30.169,0.0000,0.0000,0.2300,20.1800,71.0,68.0,45.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:31:14,70.5,3.0,88,40,30.169,0.0000,0.0000,0.2300,20.1800,71.0,68.0,45.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:32:14,70.3,1.0,88,39,30.171,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:33:14,70.2,2.0,142,40,30.169,0.0000,0.0000,0.2300,20.1800,70.0,67.0,45.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:34:14,69.9,0.0,141,39,30.168,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:35:14,70.0,0.0,173,40,30.168,0.0000,0.0000,0.2300,20.1800,70.0,67.0,44.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:36:14,70.3,1.0,173,42,30.167,0.0000,0.0000,0.2300,20.1800,70.0,68.0,46.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:37:14,70.5,0.0,173,39,30.167,0.0000,0.0000,0.2300,20.1800,71.0,68.0,44.0,70.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:38:14,70.6,0.0,173,37,30.167,0.0000,0.0000,0.2300,20.1800,71.0,68.0,43.0,70.9,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:39:14,70.8,0.0,267,38,30.168,0.0000,0.0000,0.2300,20.1800,71.0,68.0,44.0,70.9,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:40:14,71.2,1.0,267,38,30.167,0.0000,0.0000,0.2300,20.1800,71.0,69.0,44.0,71.2,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:41:14,71.9,1.0,263,38,30.167,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,71.9,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:42:14,72.1,1.0,92,38,30.166,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.1,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:43:14,72.1,0.0,92,38,30.166,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.1,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:44:14,71.9,0.0,92,38,30.168,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.1,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:45:14,71.9,2.0,92,40,30.169,0.0000,0.0000,0.2300,20.1800,72.0,70.0,46.0,72.1,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:46:14,72.4,2.0,113,41,30.166,0.0000,0.0000,0.2300,20.1800,72.0,71.0,47.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,2.0,4.0,13.0,18.0
03/22/2022,10:47:14,72.4,3.0,134,38,30.168,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:48:14,72.3,1.0,119,38,30.167,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:49:14,72.2,0.0,146,36,30.167,0.0000,0.0000,0.2300,20.1800,72.0,70.0,44.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:50:14,72.1,1.0,128,36,30.168,0.0000,0.0000,0.2300,20.1800,72.0,70.0,44.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:51:14,72.1,2.0,107,39,30.164,0.0000,0.0000,0.2300,20.1800,72.0,70.0,46.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,10:52:14,72.1,2.0,103,39,30.167,0.0000,0.0000,0.2300,20.1800,72.0,70.0,46.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:53:14,72.1,2.0,152,38,30.165,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:54:14,72.1,3.0,117,39,30.165,0.0000,0.0000,0.2300,20.1800,72.0,70.0,46.0,72.4,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,10:55:14,72.1,1.0,117,38,30.163,0.0000,0.0000,0.2300,20.1800,72.0,70.0,45.0,72.4,50.0,80.0,33.6,83.0,29.0,2.0,4.0,4.0,13.0,18.0
03/22/2022,10:56:14,72.5,1.0,118,39,30.164,0.0000,0.0000,0.2300,20.1800,73.0,71.0,46.0,72.5,50.0,80.0,33.6,83.0,29.0,2.0,4.0,4.0,13.0,18.0
03/22/2022,10:57:14,72.8,0.0,118,38,30.164,0.0000,0.0000,0.2300,20.1800,73.0,71.0,46.0,72.8,50.0,80.0,33.6,83.0,29.0,2.0,4.0,4.0,13.0,18.0
03/22/2022,10:58:15,73.2,1.0,118,39,30.164,0.0000,0.0000,0.2300,20.1800,73.0,72.0,47.0,73.2,50.0,80.0,33.6,83.0,29.0,2.0,4.0,4.0,13.0,18.0
03/22/2022,10:59:15,73.4,2.0,115,38,30.159,0.0000,0.0000,0.2300,20.1800,73.0,72.0,46.0,73.4,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:00:15,73.5,1.0,132,38,30.157,0.0000,0.0000,0.2300,20.1800,74.0,72.0,46.0,73.5,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:01:15,73.5,0.0,101,36,30.158,0.0000,0.0000,0.2300,20.1800,74.0,72.0,45.0,73.5,50.0,80.0,33.6,83.0,29.0,2.0,4.0,4.0,13.0,18.0
03/22/2022,11:02:14,73.6,0.0,101,36,30.158,0.0000,0.0000,0.2300,20.1800,74.0,72.0,45.0,73.7,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:03:14,73.9,0.0,98,37,30.153,0.0000,0.0000,0.2300,20.1800,74.0,73.0,46.0,73.9,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:04:14,74.2,1.0,58,36,30.158,0.0000,0.0000,0.2300,20.1800,74.0,73.0,45.0,74.2,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:05:14,74.6,0.0,58,36,30.157,0.0000,0.0000,0.2300,20.1800,75.0,73.0,46.0,74.6,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:06:15,74.8,2.0,119,35,30.157,0.0000,0.0000,0.2300,20.1800,75.0,73.0,45.0,74.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:07:14,74.9,1.0,136,36,30.158,0.0000,0.0000,0.2300,20.1800,75.0,74.0,46.0,75.0,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:08:14,75.2,1.0,38,36,30.158,0.0000,0.0000,0.2300,20.1800,75.0,74.0,46.0,75.2,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:09:14,75.4,2.0,57,34,30.157,0.0000,0.0000,0.2300,20.1800,75.0,74.0,45.0,75.4,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,11:10:14,75.4,0.0,57,33,30.156,0.0000,0.0000,0.2300,20.1800,75.0,74.0,44.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,3.0,4.0,13.0,18.0
03/22/2022,11:11:14,75.4,4.0,126,35,30.156,0.0000,0.0000,0.2300,20.1800,75.0,74.0,46.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:12:14,75.4,4.0,126,35,30.156,0.0000,0.0000,0.2300,20.1800,75.0,74.0,46.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:13:14,75.4,4.0,126,35,30.156,0.0000,0.0000,0.2300,20.1800,75.0,74.0,46.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,4.0,4.0,13.0,18.0
03/22/2022,11:14:14,75.3,1.0,120,32,30.157,0.0000,0.0000,0.2300,20.1800,75.0,74.0,43.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,5.0,5.0,13.0,18.0
03/22/2022,11:15:14,75.4,4.0,80,30,30.156,0.0000,0.0000,0.2300,20.1800,75.0,74.0,42.0,75.5,50.0,80.0,33.6,83.0,29.0,1.0,5.0,5.0,13.0,18.0
03/22/2022,11:16:14,75.5,1.0,86,29,30.157,0.0000,0.0000,0.2300,20.1800,76.0,74.0,41.0,75.6,50.0,80.0,33.6,83.0,29.0,1.0,5.0,5.0,13.0,18.0
03/22/2022,11:17:14,75.7,1.0,53,30,30.158,0.0000,0.0000,0.2300,20.1800,76.0,74.0,42.0,75.7,50.0,80.0,33.6,83.0,29.0,1.0,5.0,5.0,13.0,18.0
03/22/2022,11:18:14,76.2,2.0,129,31,30.159,0.0000,0.0000,0.2300,20.1800,76.0,75.0,43.0,76.2,50.0,80.0,33.6,83.0,29.0,1.0,5.0,5.0,13.0,18.0
03/22/2022,11:19:14,76.4,1.0,128,30,30.156,0.0000,0.0000,0.2300,20.1800,76.0,75.0,43.0,76.4,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:20:14,76.7,1.0,142,30,30.157,0.0000,0.0000,0.2300,20.1800,77.0,75.0,43.0,76.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:21:14,76.9,2.0,142,31,30.157,0.0000,0.0000,0.2300,20.1800,77.0,75.0,44.0,76.9,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:22:14,77.2,0.0,128,31,30.156,0.0000,0.0000,0.2300,20.1800,77.0,76.0,44.0,77.2,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:23:14,77.6,1.0,128,31,30.155,0.0000,0.0000,0.2300,20.1800,78.0,76.0,45.0,77.6,50.0,80.0,33.6,83.0,29.0,2.0,4.0,5.0,13.0,18.0
03/22/2022,11:24:14,78.0,1.0,128,28,30.156,0.0000,0.0000,0.2300,20.1800,78.0,76.0,42.0,78.0,50.0,80.0,33.6,83.0,29.0,2.0,4.0,5.0,13.0,18.0
03/22/2022,11:25:14,78.2,2.0,132,28,30.158,0.0000,0.0000,0.2300,20.1800,78.0,77.0,42.0,78.2,50.0,80.0,33.6,83.0,29.0,2.0,4.0,5.0,13.0,18.0
03/22/2022,11:26:14,78.2,3.0,178,28,30.157,0.0000,0.0000,0.2300,20.1800,78.0,77.0,42.0,78.2,50.0,80.0,33.6,83.0,29.0,2.0,4.0,5.0,13.0,18.0
03/22/2022,11:27:14,78.3,1.0,190,29,30.155,0.0000,0.0000,0.2300,20.1800,78.0,77.0,43.0,78.3,50.0,80.0,33.6,83.0,29.0,2.0,3.0,5.0,13.0,18.0
03/22/2022,11:28:14,78.5,2.0,190,27,30.156,0.0000,0.0000,0.2300,20.1800,79.0,77.0,42.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,3.0,5.0,13.0,18.0
03/22/2022,11:29:14,78.2,1.0,190,29,30.156,0.0000,0.0000,0.2300,20.1800,78.0,77.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,3.0,5.0,13.0,18.0
03/22/2022,11:30:14,77.9,1.0,189,29,30.156,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,3.0,5.0,13.0,18.0
03/22/2022,11:31:14,77.6,3.0,237,29,30.157,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,3.0,5.0,13.0,18.0
03/22/2022,11:32:14,77.6,3.0,234,30,30.156,0.0000,0.0000,0.2300,20.1800,78.0,76.0,44.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,4.0,5.0,13.0,18.0
03/22/2022,11:33:14,77.4,3.0,255,28,30.169,0.0000,0.0000,0.2300,20.1800,77.0,76.0,42.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:34:14,77.6,0.0,242,30,30.155,0.0000,0.0000,0.2300,20.1800,78.0,76.0,44.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:35:14,77.8,2.0,264,29,30.158,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:36:14,77.7,1.0,264,28,30.156,0.0000,0.0000,0.2300,20.1800,78.0,76.0,42.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:37:14,77.7,1.0,217,29,30.154,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:38:14,77.7,1.0,235,29,30.154,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:39:14,78.0,3.0,319,30,30.156,0.0000,0.0000,0.2300,20.1800,78.0,77.0,44.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:40:14,78.4,3.0,246,29,30.155,0.0000,0.0000,0.2300,20.1800,78.0,77.0,44.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:41:14,78.5,2.0,322,27,30.156,0.0000,0.0000,0.2300,20.1800,79.0,77.0,42.0,78.5,50.0,80.0,33.6,83.0,29.0,2.0,5.0,5.0,13.0,18.0
03/22/2022,11:42:14,78.6,2.0,346,28,30.156,0.0000,0.0000,0.2300,20.1800,79.0,77.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:43:14,78.4,3.0,70,29,30.155,0.0000,0.0000,0.2300,20.1800,78.0,77.0,44.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:44:14,78.1,1.0,146,28,30.154,0.0000,0.0000,0.2300,20.1800,78.0,76.0,42.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:45:14,77.8,2.0,141,29,30.153,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:46:14,77.6,1.0,121,29,30.154,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:47:14,77.4,2.0,121,29,30.153,0.0000,0.0000,0.2300,20.1800,77.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,5.0,6.0,13.0,18.0
03/22/2022,11:48:14,77.5,2.0,134,29,30.155,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:49:14,77.5,1.0,134,29,30.152,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:50:14,77.7,1.0,142,30,30.153,0.0000,0.0000,0.2300,20.1800,78.0,76.0,44.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:51:14,77.9,1.0,174,29,30.153,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:52:14,77.8,1.0,181,29,30.151,0.0000,0.0000,0.2300,20.1800,78.0,76.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:53:14,77.9,1.0,281,28,30.150,0.0000,0.0000,0.2300,20.1800,78.0,76.0,42.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:54:14,78.3,4.0,281,29,30.150,0.0000,0.0000,0.2300,20.1800,78.0,77.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:55:14,78.4,3.0,223,28,30.150,0.0000,0.0000,0.2300,20.1800,78.0,77.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:56:14,78.3,1.0,266,27,30.151,0.0000,0.0000,0.2300,20.1800,78.0,77.0,42.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:57:14,78.3,1.0,196,28,30.150,0.0000,0.0000,0.2300,20.1800,78.0,77.0,43.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:58:14,78.4,0.0,196,30,30.151,0.0000,0.0000,0.2300,20.1800,78.0,77.0,44.0,78.7,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,11:59:14,78.8,0.0,209,29,30.151,0.0000,0.0000,0.2300,20.1800,79.0,77.0,44.0,78.8,50.0,80.0,33.6,83.0,29.0,1.0,4.0,6.0,13.0,18.0
03/22/2022,12:00:14,78.9,1.0,304,28,30.148,0.0000,0.0000,0.2300,20.1800,79.0,77.0,43.0,78.9,50.0,80.0,33.6,83.0,29.0,1.0,4.0,6.0,13.0,18.0
03/22/2022,12:01:14,79.2,1.0,274,27,30.149,0.0000,0.0000,0.2300,20.1800,79.0,77.0,42.0,79.2,50.0,80.0,33.6,83.0,29.0,1.0,4.0,6.0,13.0,18.0
03/22/2022,12:02:14,79.1,1.0,257,26,30.150,0.0000,0.0000,0.2300,20.1800,79.0,77.0,41.0,79.2,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
03/22/2022,12:03:14,79.2,1.0,254,28,30.150,0.0000,0.0000,0.2300,20.1800,79.0,77.0,43.0,79.2,50.0,80.0,33.6,83.0,29.0,2.0,4.0,6.0,13.0,18.0
